event,fight,fighter1,fighter2
"

  UFC Fight Night: Blaydes vs. Dos Santos

   ",<200 http://ufcstats.com/fight-details/7dcd5d8a44a284e5>,http://ufcstats.com/fighter-details/215a70f073a7b726,http://ufcstats.com/fighter-details/ab2b4ff41d6ebe0f
"

  UFC Fight Night: Blaydes vs. Dos Santos

   ",<200 http://ufcstats.com/fight-details/b88b170a7fe40544>,http://ufcstats.com/fighter-details/2244d9a2b64b8c3b,http://ufcstats.com/fighter-details/f0feeb2192937424
"

  UFC Fight Night: Blaydes vs. Dos Santos

   ",<200 http://ufcstats.com/fight-details/6195d3e7c412c8a2>,http://ufcstats.com/fighter-details/5444c5a201d3ee5a,http://ufcstats.com/fighter-details/025f0b1b58fbad01
"

  UFC Fight Night: Blaydes vs. Dos Santos

   ",<200 http://ufcstats.com/fight-details/3fd3b871e83434c5>,http://ufcstats.com/fighter-details/899923ff6ab13917,http://ufcstats.com/fighter-details/3f7dab21b6c971bc
"

  UFC Fight Night: Blaydes vs. Dos Santos

   ",<200 http://ufcstats.com/fight-details/ed94cdc0f2b97e15>,http://ufcstats.com/fighter-details/040a74bb0a465c54,http://ufcstats.com/fighter-details/6fb1ba67bef41b37
"

  UFC Fight Night: Blaydes vs. Dos Santos

   ",<200 http://ufcstats.com/fight-details/151c2bd6dfefb4b5>,http://ufcstats.com/fighter-details/928ae2e5b5f7a9ec,http://ufcstats.com/fighter-details/3cf66c62d9069f43
"

  UFC Fight Night: Blaydes vs. Dos Santos

   ",<200 http://ufcstats.com/fight-details/737e2781e4a7db5c>,http://ufcstats.com/fighter-details/cc1a8b4b38b92c6d,http://ufcstats.com/fighter-details/dbac0a413af64bbe
"

  UFC Fight Night: Blaydes vs. Dos Santos

   ",<200 http://ufcstats.com/fight-details/79161bde28636128>,http://ufcstats.com/fighter-details/7be74a12d7352df2,http://ufcstats.com/fighter-details/2eeaefbfc7f9fcff
"

  UFC Fight Night: Blaydes vs. Dos Santos

   ",<200 http://ufcstats.com/fight-details/918c2efc59c1952e>,http://ufcstats.com/fighter-details/ec52462a1b41f714,http://ufcstats.com/fighter-details/601964f9654f911a
"

  UFC Fight Night: Blaydes vs. Dos Santos

   ",<200 http://ufcstats.com/fight-details/901dbd1e6463c4ba>,http://ufcstats.com/fighter-details/4f140403000158b5,http://ufcstats.com/fighter-details/583ee11abddfc581
"

  UFC 246: McGregor vs. Cowboy

   ",<200 http://ufcstats.com/fight-details/eed6c9aff2234b7a>,http://ufcstats.com/fighter-details/f4c49976c75c5ab2,http://ufcstats.com/fighter-details/1d00756835ca67c9
"

  UFC 246: McGregor vs. Cowboy

   ",<200 http://ufcstats.com/fight-details/36032308b7e86fd0>,http://ufcstats.com/fighter-details/634e2fb70bde3fd5,http://ufcstats.com/fighter-details/fc169c387b4b465d
"

  UFC 246: McGregor vs. Cowboy

   ",<200 http://ufcstats.com/fight-details/702759500d47a059>,http://ufcstats.com/fighter-details/98c23cb6da5b3352,http://ufcstats.com/fighter-details/068f8a189a47fea6
"

  UFC 246: McGregor vs. Cowboy

   ",<200 http://ufcstats.com/fight-details/4eff0432bd364a23>,http://ufcstats.com/fighter-details/7be14eaed4c74856,http://ufcstats.com/fighter-details/6d68c1afe954f121
"

  UFC 246: McGregor vs. Cowboy

   ",<200 http://ufcstats.com/fight-details/32a8f38bd1d46e3e>,http://ufcstats.com/fighter-details/cbb682f5fcc44bfc,http://ufcstats.com/fighter-details/f53d4f21d1b5f2dc
"

  UFC 246: McGregor vs. Cowboy

   ",<200 http://ufcstats.com/fight-details/760b5b16b4931a77>,http://ufcstats.com/fighter-details/4498b382c65a7faa,http://ufcstats.com/fighter-details/6a740daf1b279661
"

  UFC 246: McGregor vs. Cowboy

   ",<200 http://ufcstats.com/fight-details/5868c154789648f0>,http://ufcstats.com/fighter-details/8fd808923cffff82,http://ufcstats.com/fighter-details/94426bb170c88115
"

  UFC 246: McGregor vs. Cowboy

   ",<200 http://ufcstats.com/fight-details/ff467a5f06a91a0f>,http://ufcstats.com/fighter-details/c96d9178c9ed9e62,http://ufcstats.com/fighter-details/b1d19449397541dc
"

  UFC 246: McGregor vs. Cowboy

   ",<200 http://ufcstats.com/fight-details/63dd38f0dcc2ee88>,http://ufcstats.com/fighter-details/519e4fe37ce9ff75,http://ufcstats.com/fighter-details/b7b84ccd221be298
"

  UFC 246: McGregor vs. Cowboy

   ",<200 http://ufcstats.com/fight-details/6087c50c5f95a677>,http://ufcstats.com/fighter-details/c2a670b22d2e196f,http://ufcstats.com/fighter-details/ba1e6cb3d43f7430
"

  UFC 246: McGregor vs. Cowboy

   ",<200 http://ufcstats.com/fight-details/96fe84d051847591>,http://ufcstats.com/fighter-details/70d2329a92864fdb,http://ufcstats.com/fighter-details/6fd953151d981979
"

  UFC Fight Night: Edgar vs. The Korean Zombie

   ",<200 http://ufcstats.com/fight-details/06f37329b223b451>,http://ufcstats.com/fighter-details/f2688492b9a525a3,http://ufcstats.com/fighter-details/c451d67c09c55418
"

  UFC Fight Night: Edgar vs. The Korean Zombie

   ",<200 http://ufcstats.com/fight-details/2b8cae68963a40a9>,http://ufcstats.com/fighter-details/0845c81e37d3bcb3,http://ufcstats.com/fighter-details/333b9e5c723ac873
"

  UFC Fight Night: Edgar vs. The Korean Zombie

   ",<200 http://ufcstats.com/fight-details/997ab1ea9fab5643>,http://ufcstats.com/fighter-details/e93b04e308913c2e,http://ufcstats.com/fighter-details/f1d64ae34e088832
"

  UFC Fight Night: Edgar vs. The Korean Zombie

   ",<200 http://ufcstats.com/fight-details/47e49e04e32be7e9>,http://ufcstats.com/fighter-details/74f9448b97bf8bec,http://ufcstats.com/fighter-details/18b602842a24f7c5
"

  UFC Fight Night: Edgar vs. The Korean Zombie

   ",<200 http://ufcstats.com/fight-details/b3bd27affa038e9c>,http://ufcstats.com/fighter-details/285ae0b4a68221f4,http://ufcstats.com/fighter-details/8e9eb3fc86db0f7d
"

  UFC Fight Night: Edgar vs. The Korean Zombie

   ",<200 http://ufcstats.com/fight-details/f93f794247af708a>,http://ufcstats.com/fighter-details/a7897d200692ab64,http://ufcstats.com/fighter-details/31bbd39c0a075d4e
"

  UFC Fight Night: Edgar vs. The Korean Zombie

   ",<200 http://ufcstats.com/fight-details/3637e661b6854b49>,http://ufcstats.com/fighter-details/787bb1f087ccff8a,http://ufcstats.com/fighter-details/04c8b08b16a5b99e
"

  UFC Fight Night: Edgar vs. The Korean Zombie

   ",<200 http://ufcstats.com/fight-details/6ea23c2c30f85a89>,http://ufcstats.com/fighter-details/a68575214ecad140,http://ufcstats.com/fighter-details/192520689012c7e4
"

  UFC Fight Night: Edgar vs. The Korean Zombie

   ",<200 http://ufcstats.com/fight-details/9140e6fdeaa7cd3f>,http://ufcstats.com/fighter-details/98a6b2361045898f,http://ufcstats.com/fighter-details/a0e6753c42698f13
"

  UFC Fight Night: Edgar vs. The Korean Zombie

   ",<200 http://ufcstats.com/fight-details/5a5a65d8df176506>,http://ufcstats.com/fighter-details/a0f0004aadf10b71,http://ufcstats.com/fighter-details/67c1d46f4ed16f9e
"

  UFC Fight Night: Edgar vs. The Korean Zombie

   ",<200 http://ufcstats.com/fight-details/75523d31940c9344>,http://ufcstats.com/fighter-details/b9f28e7045fdfce7,http://ufcstats.com/fighter-details/0fd5f4b838e890cc
"

  UFC Fight Night: Edgar vs. The Korean Zombie

   ",<200 http://ufcstats.com/fight-details/60e1b3ac3182f5b3>,http://ufcstats.com/fighter-details/7559395ad833c074,http://ufcstats.com/fighter-details/3df5493bb279226f
"

  UFC Fight Night: Edgar vs. The Korean Zombie

   ",<200 http://ufcstats.com/fight-details/15aa55a91cf848cf>,http://ufcstats.com/fighter-details/1897b7b913736a7c,http://ufcstats.com/fighter-details/20999e27ddd94bda
"

  UFC 245: Usman vs. Covington

   ",<200 http://ufcstats.com/fight-details/82177c0f91d9618a>,http://ufcstats.com/fighter-details/f1b2aa7853d1ed6e,http://ufcstats.com/fighter-details/dc9572dd6ec74859
"

  UFC 245: Usman vs. Covington

   ",<200 http://ufcstats.com/fight-details/efc40ec41114d8fa>,http://ufcstats.com/fighter-details/150ff4cc642270b9,http://ufcstats.com/fighter-details/e1248941344b3288
"

  UFC 245: Usman vs. Covington

   ",<200 http://ufcstats.com/fight-details/36fcfd186a8d6df7>,http://ufcstats.com/fighter-details/80fa8218c99f9c58,http://ufcstats.com/fighter-details/1d239d571e342453
"

  UFC 245: Usman vs. Covington

   ",<200 http://ufcstats.com/fight-details/b5ec939fd1edf048>,http://ufcstats.com/fighter-details/fea79f9bc8c68769,http://ufcstats.com/fighter-details/d0f3959b4a9747e6
"

  UFC 245: Usman vs. Covington

   ",<200 http://ufcstats.com/fight-details/a0c82ba11a373008>,http://ufcstats.com/fighter-details/d661ce4da776fc20,http://ufcstats.com/fighter-details/78114b7199cef90c
"

  UFC 245: Usman vs. Covington

   ",<200 http://ufcstats.com/fight-details/ad5ef8d8678ff97f>,http://ufcstats.com/fighter-details/b997be68943010fc,http://ufcstats.com/fighter-details/f2b6fdb20675b11c
"

  UFC 245: Usman vs. Covington

   ",<200 http://ufcstats.com/fight-details/c4eaeec8ac778b27>,http://ufcstats.com/fighter-details/b9706f80d005036c,http://ufcstats.com/fighter-details/578ef12674df1e6a
"

  UFC 245: Usman vs. Covington

   ",<200 http://ufcstats.com/fight-details/dd88960598219eba>,http://ufcstats.com/fighter-details/2e585c701f72fe55,http://ufcstats.com/fighter-details/16690d100f995f8f
"

  UFC 245: Usman vs. Covington

   ",<200 http://ufcstats.com/fight-details/98dd88d83f57c17a>,http://ufcstats.com/fighter-details/31123249b0bbf52e,http://ufcstats.com/fighter-details/484acc7b0f856ce9
"

  UFC 245: Usman vs. Covington

   ",<200 http://ufcstats.com/fight-details/d42410f6f1039ab5>,http://ufcstats.com/fighter-details/971246648e162f0d,http://ufcstats.com/fighter-details/fbf0537e420e698e
"

  UFC 245: Usman vs. Covington

   ",<200 http://ufcstats.com/fight-details/1881b1e85cceee13>,http://ufcstats.com/fighter-details/792be9a24df82ed6,http://ufcstats.com/fighter-details/853eb0dd5c0e2149
"

  UFC 245: Usman vs. Covington

   ",<200 http://ufcstats.com/fight-details/35d0ef51fede263c>,http://ufcstats.com/fighter-details/f72465a784c1b084,http://ufcstats.com/fighter-details/36541f1e6c5d4955
"

  UFC 245: Usman vs. Covington

   ",<200 http://ufcstats.com/fight-details/30523303e8d85c25>,http://ufcstats.com/fighter-details/64facb6cc564262d,http://ufcstats.com/fighter-details/1cf7ccf64a5bf24e
"

  UFC Fight Night: Overeem vs. Rozenstruik

   ",<200 http://ufcstats.com/fight-details/e91f289f1b9f9519>,http://ufcstats.com/fighter-details/b4ad3a06ee4d660c,http://ufcstats.com/fighter-details/2cd428e9606856fd
"

  UFC Fight Night: Overeem vs. Rozenstruik

   ",<200 http://ufcstats.com/fight-details/3b8cac9910af1c61>,http://ufcstats.com/fighter-details/cd2c4d30c6e13b47,http://ufcstats.com/fighter-details/98215d037be5bcb7
"

  UFC Fight Night: Overeem vs. Rozenstruik

   ",<200 http://ufcstats.com/fight-details/bbc8e8a69e9bd106>,http://ufcstats.com/fighter-details/ebc1f40e00e0c481,http://ufcstats.com/fighter-details/bd58d34e39b7b12a
"

  UFC Fight Night: Overeem vs. Rozenstruik

   ",<200 http://ufcstats.com/fight-details/b5365d22172e414b>,http://ufcstats.com/fighter-details/d4691518d012b9e7,http://ufcstats.com/fighter-details/3143bf892608139a
"

  UFC Fight Night: Overeem vs. Rozenstruik

   ",<200 http://ufcstats.com/fight-details/b87863a2de433824>,http://ufcstats.com/fighter-details/bf7ad5628363eec9,http://ufcstats.com/fighter-details/efb96bf3e9ada36f
"

  UFC Fight Night: Overeem vs. Rozenstruik

   ",<200 http://ufcstats.com/fight-details/b9ff9ebe19ae6358>,http://ufcstats.com/fighter-details/05339613bf8e9808,http://ufcstats.com/fighter-details/5987b2458f4b5290
"

  UFC Fight Night: Overeem vs. Rozenstruik

   ",<200 http://ufcstats.com/fight-details/57d04160f5438654>,http://ufcstats.com/fighter-details/31ee470ef5dc8d7f,http://ufcstats.com/fighter-details/4b47e71384a9522f
"

  UFC Fight Night: Overeem vs. Rozenstruik

   ",<200 http://ufcstats.com/fight-details/d9501c6985c1b38d>,http://ufcstats.com/fighter-details/aa171d55d4b5208f,http://ufcstats.com/fighter-details/637bd06c32219f0b
"

  UFC Fight Night: Overeem vs. Rozenstruik

   ",<200 http://ufcstats.com/fight-details/fa3f04be9344804b>,http://ufcstats.com/fighter-details/d9c6f19f958643e9,http://ufcstats.com/fighter-details/5b8ba8f5512893b1
"

  UFC Fight Night: Overeem vs. Rozenstruik

   ",<200 http://ufcstats.com/fight-details/a3f89ad71e1caa81>,http://ufcstats.com/fighter-details/af65aa688d13eedf,http://ufcstats.com/fighter-details/eb29176b03dfa888
"

  UFC Fight Night: Overeem vs. Rozenstruik

   ",<200 http://ufcstats.com/fight-details/652a956adab8ad0e>,http://ufcstats.com/fighter-details/7dda2cf308f24a02,http://ufcstats.com/fighter-details/19b7738321cfae42
"

  UFC Fight Night: Overeem vs. Rozenstruik

   ",<200 http://ufcstats.com/fight-details/81af3b60203d92df>,http://ufcstats.com/fighter-details/ea7e5bc78d9de658,http://ufcstats.com/fighter-details/f797f0c57a83353e
"

  UFC Fight Night: Blachowicz vs. Jacare

   ",<200 http://ufcstats.com/fight-details/c04274c8caa505dd>,http://ufcstats.com/fighter-details/99df7d0a2a08a8a8,http://ufcstats.com/fighter-details/7a703c565ccaa18f
"

  UFC Fight Night: Blachowicz vs. Jacare

   ",<200 http://ufcstats.com/fight-details/c63edd25d2201a46>,http://ufcstats.com/fighter-details/140745cbbcb023ac,http://ufcstats.com/fighter-details/eabf206b162b3b83
"

  UFC Fight Night: Blachowicz vs. Jacare

   ",<200 http://ufcstats.com/fight-details/7afe2a15ae7359e9>,http://ufcstats.com/fighter-details/07225ba28ae309b6,http://ufcstats.com/fighter-details/7026eca45f65377b
"

  UFC Fight Night: Blachowicz vs. Jacare

   ",<200 http://ufcstats.com/fight-details/57b111b54a2d2323>,http://ufcstats.com/fighter-details/61fb8098ccf81c7f,http://ufcstats.com/fighter-details/886264a0c9f4ea5e
"

  UFC Fight Night: Blachowicz vs. Jacare

   ",<200 http://ufcstats.com/fight-details/9e1ecdb9a8856a8c>,http://ufcstats.com/fighter-details/2ac4628c08ec5125,http://ufcstats.com/fighter-details/4dcfb28c011c11b2
"

  UFC Fight Night: Blachowicz vs. Jacare

   ",<200 http://ufcstats.com/fight-details/aa232e53d285cc6d>,http://ufcstats.com/fighter-details/1bcaac2d99b90fce,http://ufcstats.com/fighter-details/8f6a18831a120817
"

  UFC Fight Night: Blachowicz vs. Jacare

   ",<200 http://ufcstats.com/fight-details/094790e50afae55e>,http://ufcstats.com/fighter-details/1ae8f3c723aacff4,http://ufcstats.com/fighter-details/7bde387d50829adf
"

  UFC Fight Night: Blachowicz vs. Jacare

   ",<200 http://ufcstats.com/fight-details/22307b580e0c8d0d>,http://ufcstats.com/fighter-details/a8283a4f415e1eb9,http://ufcstats.com/fighter-details/887961364be5ceb3
"

  UFC Fight Night: Blachowicz vs. Jacare

   ",<200 http://ufcstats.com/fight-details/e6a0f19af995c432>,http://ufcstats.com/fighter-details/d317a5e2b3f88c5f,http://ufcstats.com/fighter-details/c6aee362c7a7d482
"

  UFC Fight Night: Blachowicz vs. Jacare

   ",<200 http://ufcstats.com/fight-details/80ce8f7d988d5e57>,http://ufcstats.com/fighter-details/3a314d9fa7c6825d,http://ufcstats.com/fighter-details/2c99576fefe53c7c
"

  UFC Fight Night: Blachowicz vs. Jacare

   ",<200 http://ufcstats.com/fight-details/1800ffbb34ac7ed8>,http://ufcstats.com/fighter-details/6551c64fbcd1a467,http://ufcstats.com/fighter-details/e0f959f65d0406b4
"

  UFC Fight Night: Blachowicz vs. Jacare

   ",<200 http://ufcstats.com/fight-details/18e1b0df8da7010e>,http://ufcstats.com/fighter-details/9b7dfb3b7d99926a,http://ufcstats.com/fighter-details/68d4a891e5cf2029
"

  UFC Fight Night: Zabit vs. Kattar

   ",<200 http://ufcstats.com/fight-details/c3bb60dc82345a9f>,http://ufcstats.com/fighter-details/87aa9fb63d6b51a1,http://ufcstats.com/fighter-details/751de04455cfaac0
"

  UFC Fight Night: Zabit vs. Kattar

   ",<200 http://ufcstats.com/fight-details/3cd1f2c31b4e325a>,http://ufcstats.com/fighter-details/279566840aa55bf2,http://ufcstats.com/fighter-details/85073dbd1be65ed9
"

  UFC Fight Night: Zabit vs. Kattar

   ",<200 http://ufcstats.com/fight-details/071a1cd551b7b4d5>,http://ufcstats.com/fighter-details/7f0f171414d0a287,http://ufcstats.com/fighter-details/a6cba6bb66c1a8c9
"

  UFC Fight Night: Zabit vs. Kattar

   ",<200 http://ufcstats.com/fight-details/408fc024d3e91b0e>,http://ufcstats.com/fighter-details/c3218c810959d279,http://ufcstats.com/fighter-details/06f36cf4bd97ec77
"

  UFC Fight Night: Zabit vs. Kattar

   ",<200 http://ufcstats.com/fight-details/1317d7cd79495a0e>,http://ufcstats.com/fighter-details/abd5fb12437eda21,http://ufcstats.com/fighter-details/5331b25a60417ffb
"

  UFC Fight Night: Zabit vs. Kattar

   ",<200 http://ufcstats.com/fight-details/f820c6292e19d854>,http://ufcstats.com/fighter-details/0d980975001ae3d8,http://ufcstats.com/fighter-details/7279654c7674cd24
"

  UFC Fight Night: Zabit vs. Kattar

   ",<200 http://ufcstats.com/fight-details/343749a2f7c5d78b>,http://ufcstats.com/fighter-details/d802174b0c0c1f4e,http://ufcstats.com/fighter-details/ce632027bf2a871b
"

  UFC Fight Night: Zabit vs. Kattar

   ",<200 http://ufcstats.com/fight-details/c8dfcbee63266273>,http://ufcstats.com/fighter-details/9b7694d064a8a0ad,http://ufcstats.com/fighter-details/90da09db03e41748
"

  UFC Fight Night: Zabit vs. Kattar

   ",<200 http://ufcstats.com/fight-details/495e64df4c4ce7a7>,http://ufcstats.com/fighter-details/9d83f6da776ff7d6,http://ufcstats.com/fighter-details/37d5b176d438d2a5
"

  UFC Fight Night: Zabit vs. Kattar

   ",<200 http://ufcstats.com/fight-details/1af574c0814429ac>,http://ufcstats.com/fighter-details/029e1293e609fd74,http://ufcstats.com/fighter-details/3bb2dc8e87b10a46
"

  UFC Fight Night: Zabit vs. Kattar

   ",<200 http://ufcstats.com/fight-details/a7807ab56cb49cad>,http://ufcstats.com/fighter-details/d06f8869449ba7bd,http://ufcstats.com/fighter-details/37c5366d18ed6c05
"

  UFC Fight Night: Zabit vs. Kattar

   ",<200 http://ufcstats.com/fight-details/c814ef3b3a26e2fe>,http://ufcstats.com/fighter-details/6c8072b61c276e67,http://ufcstats.com/fighter-details/91dac5e69e28d5b5
"

  UFC Fight Night: Zabit vs. Kattar

   ",<200 http://ufcstats.com/fight-details/f0418c2c989a5cde>,http://ufcstats.com/fighter-details/d3fa5c5955397532,http://ufcstats.com/fighter-details/113df4fde64735c6
"

  UFC 244: Masvidal vs. Diaz

   ",<200 http://ufcstats.com/fight-details/ac0a63ad13897564>,http://ufcstats.com/fighter-details/47b9e0e7703a4868,http://ufcstats.com/fighter-details/8355922d564b152c
"

  UFC 244: Masvidal vs. Diaz

   ",<200 http://ufcstats.com/fight-details/7c40aa2cb6883a91>,http://ufcstats.com/fighter-details/8c0580d4fff106c1,http://ufcstats.com/fighter-details/9ce6d5a03af801b7
"

  UFC 244: Masvidal vs. Diaz

   ",<200 http://ufcstats.com/fight-details/28deed0ab55ca350>,http://ufcstats.com/fighter-details/4a28cb716c19157a,http://ufcstats.com/fighter-details/6d4b63c767106d3a
"

  UFC 244: Masvidal vs. Diaz

   ",<200 http://ufcstats.com/fight-details/f870cacadb058733>,http://ufcstats.com/fighter-details/d3df1add9d9a7efb,http://ufcstats.com/fighter-details/1788eee370f077b7
"

  UFC 244: Masvidal vs. Diaz

   ",<200 http://ufcstats.com/fight-details/d5955b81c26230ff>,http://ufcstats.com/fighter-details/ee9ebceabfd16fa7,http://ufcstats.com/fighter-details/84ff027394f7e470
"

  UFC 244: Masvidal vs. Diaz

   ",<200 http://ufcstats.com/fight-details/a2af14e9dba37b03>,http://ufcstats.com/fighter-details/5e4eec08896c9423,http://ufcstats.com/fighter-details/c21f26bbde777573
"

  UFC 244: Masvidal vs. Diaz

   ",<200 http://ufcstats.com/fight-details/216fddf542707629>,http://ufcstats.com/fighter-details/98d961097baaf308,http://ufcstats.com/fighter-details/87a1dc546b1c5caf
"

  UFC 244: Masvidal vs. Diaz

   ",<200 http://ufcstats.com/fight-details/a3e8ef1ce72a7d02>,http://ufcstats.com/fighter-details/0c6d9ea8306c029e,http://ufcstats.com/fighter-details/4144798612ef96e5
"

  UFC 244: Masvidal vs. Diaz

   ",<200 http://ufcstats.com/fight-details/83f7c3b91a402306>,http://ufcstats.com/fighter-details/3738e68d2261e60f,http://ufcstats.com/fighter-details/2cd428e9606856fd
"

  UFC 244: Masvidal vs. Diaz

   ",<200 http://ufcstats.com/fight-details/515ecc54219bcc4c>,http://ufcstats.com/fighter-details/e872e9a9a902c045,http://ufcstats.com/fighter-details/8e1f36476ef02a6a
"

  UFC 244: Masvidal vs. Diaz

   ",<200 http://ufcstats.com/fight-details/a6c29d2cb319d923>,http://ufcstats.com/fighter-details/4e0692ad070976e4,http://ufcstats.com/fighter-details/1ddb480b601cefb1
"

  UFC 244: Masvidal vs. Diaz

   ",<200 http://ufcstats.com/fight-details/d7cbe2f23d75afd1>,http://ufcstats.com/fighter-details/1291edf2d566a71a,http://ufcstats.com/fighter-details/2c9d00968f818270
"

  UFC Fight Night: Maia vs. Askren

   ",<200 http://ufcstats.com/fight-details/241a0833e1c76804>,http://ufcstats.com/fighter-details/427b5953ac8e3a27,http://ufcstats.com/fighter-details/0b31f87be71ebbb1
"

  UFC Fight Night: Maia vs. Askren

   ",<200 http://ufcstats.com/fight-details/3162ae3ccbf785ac>,http://ufcstats.com/fighter-details/511e82663651438d,http://ufcstats.com/fighter-details/31a13532e724ca2b
"

  UFC Fight Night: Maia vs. Askren

   ",<200 http://ufcstats.com/fight-details/b2d05ae88f820421>,http://ufcstats.com/fighter-details/764342d39cdaa54a,http://ufcstats.com/fighter-details/08af939f41b5a57b
"

  UFC Fight Night: Maia vs. Askren

   ",<200 http://ufcstats.com/fight-details/41b75c9222c33cdf>,http://ufcstats.com/fighter-details/787bb1f087ccff8a,http://ufcstats.com/fighter-details/1a9480fc288e55d7
"

  UFC Fight Night: Maia vs. Askren

   ",<200 http://ufcstats.com/fight-details/89266a872e1f92d9>,http://ufcstats.com/fighter-details/447f9858ae78f921,http://ufcstats.com/fighter-details/a12a8314adc1c1c9
"

  UFC Fight Night: Maia vs. Askren

   ",<200 http://ufcstats.com/fight-details/1f9a6f2120835615>,http://ufcstats.com/fighter-details/4a57ebb14315b251,http://ufcstats.com/fighter-details/b4c6c904a9ffc5e8
"

  UFC Fight Night: Maia vs. Askren

   ",<200 http://ufcstats.com/fight-details/1c91deb42b991d18>,http://ufcstats.com/fighter-details/c17041f1bb5768d8,http://ufcstats.com/fighter-details/c814b4c899793af6
"

  UFC Fight Night: Maia vs. Askren

   ",<200 http://ufcstats.com/fight-details/a4527094aa107b55>,http://ufcstats.com/fighter-details/be0b310a12eb80b4,http://ufcstats.com/fighter-details/76e2870ffafbe38f
"

  UFC Fight Night: Maia vs. Askren

   ",<200 http://ufcstats.com/fight-details/cc477d322638ba30>,http://ufcstats.com/fighter-details/068f8a189a47fea6,http://ufcstats.com/fighter-details/f14cf73e51b29254
"

  UFC Fight Night: Maia vs. Askren

   ",<200 http://ufcstats.com/fight-details/4ea4d0a73a90bfb0>,http://ufcstats.com/fighter-details/4e30e4250cb08b61,http://ufcstats.com/fighter-details/e76d9f656ceb82ab
"

  UFC Fight Night: Maia vs. Askren

   ",<200 http://ufcstats.com/fight-details/3d9aeef58dd0b51b>,http://ufcstats.com/fighter-details/41f90012b86a11bf,http://ufcstats.com/fighter-details/6a11e325aa60ad02
"

  UFC Fight Night: Reyes vs. Weidman

   ",<200 http://ufcstats.com/fight-details/0d1d7cfb2a48d5ec>,http://ufcstats.com/fighter-details/2e19380f34871c6a,http://ufcstats.com/fighter-details/3a8176e15b9887c1
"

  UFC Fight Night: Reyes vs. Weidman

   ",<200 http://ufcstats.com/fight-details/d2dc6fb05ad78d80>,http://ufcstats.com/fighter-details/cbf5e6f231b55443,http://ufcstats.com/fighter-details/18968f97ad34f15c
"

  UFC Fight Night: Reyes vs. Weidman

   ",<200 http://ufcstats.com/fight-details/0019ec81fd706ade>,http://ufcstats.com/fighter-details/85073dbd1be65ed9,http://ufcstats.com/fighter-details/326f94d6cfb1bf25
"

  UFC Fight Night: Reyes vs. Weidman

   ",<200 http://ufcstats.com/fight-details/57d989702ae72dc1>,http://ufcstats.com/fighter-details/3bad7ef643840f67,http://ufcstats.com/fighter-details/87c0b1c696ddfb43
"

  UFC Fight Night: Reyes vs. Weidman

   ",<200 http://ufcstats.com/fight-details/7510b0c96f5707ea>,http://ufcstats.com/fighter-details/6a740daf1b279661,http://ufcstats.com/fighter-details/38c7f72747f4f712
"

  UFC Fight Night: Reyes vs. Weidman

   ",<200 http://ufcstats.com/fight-details/93f3e9b9f093ad57>,http://ufcstats.com/fighter-details/483a953b18d73bb3,http://ufcstats.com/fighter-details/a17ad5a5048e8c3f
"

  UFC Fight Night: Reyes vs. Weidman

   ",<200 http://ufcstats.com/fight-details/076c98ac0561521f>,http://ufcstats.com/fighter-details/40093d1d2d78394e,http://ufcstats.com/fighter-details/2dc1bc1a02961656
"

  UFC Fight Night: Reyes vs. Weidman

   ",<200 http://ufcstats.com/fight-details/baf17e5e1fe1c744>,http://ufcstats.com/fighter-details/51018a31ddf31eb2,http://ufcstats.com/fighter-details/d7e40dca3ae125be
"

  UFC Fight Night: Reyes vs. Weidman

   ",<200 http://ufcstats.com/fight-details/9c3fb95a1558b38d>,http://ufcstats.com/fighter-details/c5af5750e8bae4f0,http://ufcstats.com/fighter-details/4682bc59d5f55145
"

  UFC Fight Night: Reyes vs. Weidman

   ",<200 http://ufcstats.com/fight-details/38d6c2538ce6ec4c>,http://ufcstats.com/fighter-details/325ad0dd9126d3df,http://ufcstats.com/fighter-details/98e946879ba20c0f
"

  UFC Fight Night: Reyes vs. Weidman

   ",<200 http://ufcstats.com/fight-details/26d75187369ecf2c>,http://ufcstats.com/fighter-details/523fa774700d7d3f,http://ufcstats.com/fighter-details/45f7cb591c3ab00b
"

  UFC Fight Night: Reyes vs. Weidman

   ",<200 http://ufcstats.com/fight-details/74b44635535cb290>,http://ufcstats.com/fighter-details/2f181c0467965b98,http://ufcstats.com/fighter-details/3a46b268013afede
"

  UFC Fight Night: Reyes vs. Weidman

   ",<200 http://ufcstats.com/fight-details/1e3d3545b6dd13a7>,http://ufcstats.com/fighter-details/f86cb5f25d545e0e,http://ufcstats.com/fighter-details/04c8b08b16a5b99e
"

  UFC Fight Night: Joanna vs. Waterson

   ",<200 http://ufcstats.com/fight-details/f61f5adf7e0a80c4>,http://ufcstats.com/fighter-details/3d6749c4267da18f,http://ufcstats.com/fighter-details/eb04b9d31e938edb
"

  UFC Fight Night: Joanna vs. Waterson

   ",<200 http://ufcstats.com/fight-details/707ba52845d399c9>,http://ufcstats.com/fighter-details/d247691a6c0e9034,http://ufcstats.com/fighter-details/242d36d241b43c12
"

  UFC Fight Night: Joanna vs. Waterson

   ",<200 http://ufcstats.com/fight-details/f3169b755afcdc5b>,http://ufcstats.com/fighter-details/d8da10db80131bec,http://ufcstats.com/fighter-details/6256b2b1562cb8e1
